antecedents,consequents,support,confidence,lift
"城市_城市=其他城市, 岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘, 薪资_薪资=低薪",行业_行业=其他,0.02285474784581058,0.9124015748031497,1.1108015390443977
"城市_城市=其他城市, 岗位层级_岗位层级=中级技术岗, 薪资_薪资=低薪","平台_平台=智联招聘, 行业_行业=其他",0.02285474784581058,0.9124015748031497,1.1108015390443977
"城市_城市=长沙, 平台_平台=智联招聘, 行业_行业=IT/互联网",岗位层级_岗位层级=中级技术岗,0.0211412581205853,0.7205882352941176,1.1068895708254898
"城市_城市=长沙, 行业_行业=IT/互联网",岗位层级_岗位层级=中级技术岗,0.0211412581205853,0.7205882352941176,1.1068895708254898
"城市_城市=长沙, 行业_行业=IT/互联网","岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.0211412581205853,0.7205882352941176,1.1068895708254898
"城市_城市=其他城市, 岗位层级_岗位层级=中级技术岗","平台_平台=智联招聘, 行业_行业=其他",0.06390453766595579,0.908835904628331,1.1064605207611182
"城市_城市=其他城市, 岗位层级_岗位层级=中级技术岗",行业_行业=其他,0.06390453766595579,0.908835904628331,1.1064605207611182
"城市_城市=其他城市, 岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",行业_行业=其他,0.06390453766595579,0.908835904628331,1.1064605207611182
"平台_平台=智联招聘, 薪资_薪资=中薪, 行业_行业=其他",岗位层级_岗位层级=中级技术岗,0.16910541043626187,0.7187467253484229,1.1040608427757888
"薪资_薪资=中薪, 行业_行业=其他",岗位层级_岗位层级=中级技术岗,0.16910541043626187,0.7187467253484229,1.1040608427757888
"薪资_薪资=中薪, 行业_行业=其他","岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.16910541043626187,0.7187467253484229,1.1040608427757888
"平台_平台=智联招聘, 薪资_薪资=高薪",城市_城市=长沙,0.1378927774558992,0.5699291791919294,1.103628973198427
薪资_薪资=高薪,"城市_城市=长沙, 平台_平台=智联招聘",0.1378927774558992,0.5699291791919294,1.103628973198427
薪资_薪资=高薪,城市_城市=长沙,0.1378927774558992,0.5699291791919294,1.103628973198427
"城市_城市=其他城市, 平台_平台=智联招聘, 薪资_薪资=低薪",行业_行业=其他,0.04006360868332491,0.9035307200444815,1.1000017340126123
"城市_城市=其他城市, 薪资_薪资=低薪",行业_行业=其他,0.04006360868332491,0.9035307200444815,1.1000017340126123
"城市_城市=其他城市, 薪资_薪资=低薪","平台_平台=智联招聘, 行业_行业=其他",0.04006360868332491,0.9035307200444815,1.1000017340126123
行业_行业=服务业,"城市_城市=长沙, 平台_平台=智联招聘",0.021486421518472406,0.5644430051813472,1.0930053715104568
"平台_平台=智联招聘, 行业_行业=服务业",城市_城市=长沙,0.021486421518472406,0.5644430051813472,1.0930053715104568
行业_行业=服务业,城市_城市=长沙,0.021486421518472406,0.5644430051813472,1.0930053715104568
"平台_平台=智联招聘, 薪资_薪资=高薪",岗位层级_岗位层级=中级技术岗,0.1720886083751433,0.711265094003159,1.0925683713431216
薪资_薪资=高薪,岗位层级_岗位层级=中级技术岗,0.1720886083751433,0.711265094003159,1.0925683713431216
薪资_薪资=高薪,"岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.1720886083751433,0.711265094003159,1.0925683713431216
薪资_薪资=中薪,"岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘, 行业_行业=其他",0.16910541043626187,0.5916501337013714,1.09194272412042
"平台_平台=智联招聘, 薪资_薪资=中薪","岗位层级_岗位层级=中级技术岗, 行业_行业=其他",0.16910541043626187,0.5916501337013714,1.09194272412042
薪资_薪资=中薪,"岗位层级_岗位层级=中级技术岗, 行业_行业=其他",0.16910541043626187,0.5916501337013714,1.09194272412042
"岗位层级_岗位层级=资深专业岗, 薪资_薪资=高薪",城市_城市=长沙,0.025258564366810073,0.5622941822173436,1.08884432243992
"岗位层级_岗位层级=资深专业岗, 薪资_薪资=高薪","城市_城市=长沙, 平台_平台=智联招聘",0.025258564366810073,0.5622941822173436,1.08884432243992
"岗位层级_岗位层级=资深专业岗, 平台_平台=智联招聘, 薪资_薪资=高薪",城市_城市=长沙,0.025258564366810073,0.5622941822173436,1.08884432243992
"城市_城市=常德, 平台_平台=智联招聘",行业_行业=其他,0.0246915102131384,0.8933987511150758,1.087666587963832
城市_城市=常德,"平台_平台=智联招聘, 行业_行业=其他",0.0246915102131384,0.8933987511150758,1.087666587963832
城市_城市=常德,行业_行业=其他,0.0246915102131384,0.8933987511150758,1.087666587963832
行业_行业=IT/互联网,岗位层级_岗位层级=中级技术岗,0.024716164741558907,0.7074805928016938,1.0867550306507519
"平台_平台=智联招聘, 行业_行业=IT/互联网",岗位层级_岗位层级=中级技术岗,0.024716164741558907,0.7074805928016938,1.0867550306507519
行业_行业=IT/互联网,"岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.024716164741558907,0.7074805928016938,1.0867550306507519
